credit_risk,age,amount,credit_history,duration,employment_duration,foreign_worker,housing,installment_rate,job,number_credits,other_debtors,other_installment_plans,people_liable,personal_status_sex,present_residence,property,purpose,savings,status,telephone
good,30,7721,no credits taken/all credits paid back duly,24,< 1 yr,yes,rent,>= 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,car or other,car (used),... >= 1000 DM,no checking account,yes (under customer name)
good,35,1410,no credits taken/all credits paid back duly,14,>= 7 yrs,no,rent,>= 35,skilled employee/official,1,none,none,0 to 2,female : single,1 <= ... < 4 yrs,unknown / no property,retraining,100 <= ... < 500 DM,... < 0 DM,yes (under customer name)
good,31,1449,existing credits paid back duly till now,6,>= 7 yrs,no,rent,>= 35,skilled employee/official,2-3,none,bank,3 or more,male : divorced/separated,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,retraining,... < 100 DM,... < 0 DM,no
good,23,392,no credits taken/all credits paid back duly,15,< 1 yr,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,repairs,unknown/no savings account,0<= ... < 200 DM,yes (under customer name)
good,28,6260,no credits taken/all credits paid back duly,18,4 <= ... < 7 yrs,no,for free,20 <= ... < 25,unskilled - resident,1,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,unknown / no property,others,unknown/no savings account,... < 0 DM,no
bad,25,7855,all credits at this bank paid back duly,36,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,2-3,none,stores,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,unknown / no property,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,35,1680,no credits taken/all credits paid back duly,12,>= 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,female : single,< 1 yr,unknown / no property,furniture/equipment,100 <= ... < 500 DM,no checking account,no
good,47,3578,all credits at this bank paid back duly,48,>= 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,< 1 yr,unknown / no property,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,30,7174,no credits taken/all credits paid back duly,42,4 <= ... < 7 yrs,no,rent,< 20,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,... >= 1000 DM,no checking account,yes (under customer name)
good,27,2132,all credits at this bank paid back duly,10,< 1 yr,yes,for free,25 <= ... < 35,skilled employee/official,2-3,co-applicant,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,unknown / no property,car (used),... >= 1000 DM,no checking account,no
bad,23,4281,all credits at this bank paid back duly,33,1 <= ... < 4 yrs,no,rent,>= 35,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (used),100 <= ... < 500 DM,no checking account,no
good,36,2366,all credits at this bank paid back duly,12,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : divorced/separated,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,others,100 <= ... < 500 DM,... < 0 DM,yes (under customer name)
bad,25,1835,no credits taken/all credits paid back duly,21,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,yes (under customer name)
good,41,3868,all credits at this bank paid back duly,24,>= 7 yrs,no,for free,< 20,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (new),unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,24,1768,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,for free,20 <= ... < 25,unskilled - resident,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,63,781,all credits at this bank paid back duly,10,>= 7 yrs,no,own,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,others,unknown/no savings account,0<= ... < 200 DM,yes (under customer name)
bad,27,1924,no credits taken/all credits paid back duly,18,< 1 yr,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,unknown / no property,car (used),... >= 1000 DM,... < 0 DM,no
good,30,2121,all credits at this bank paid back duly,12,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,car or other,others,unknown/no savings account,no checking account,no
good,40,701,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,none,0 to 2,female : single,1 <= ... < 4 yrs,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,no
bad,30,639,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,domestic appliances,unknown/no savings account,... < 0 DM,no
good,34,1860,all credits at this bank paid back duly,12,unemployed,no,rent,< 20,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (new),unknown/no savings account,... < 0 DM,yes (under customer name)
bad,29,3499,all credits at this bank paid back duly,12,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,co-applicant,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,unknown / no property,others,unknown/no savings account,no checking account,no
good,24,8487,no credits taken/all credits paid back duly,48,4 <= ... < 7 yrs,no,rent,>= 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,others,... >= 1000 DM,... < 0 DM,no
bad,29,6887,existing credits paid back duly till now,36,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,stores,0 to 2,male : married/widowed,4 <= ... < 7 yrs,car or other,repairs,unknown/no savings account,no checking account,yes (under customer name)
good,27,2708,no credits taken/all credits paid back duly,15,< 1 yr,no,rent,25 <= ... < 35,unskilled - resident,2-3,none,bank,0 to 2,male : married/widowed,4 <= ... < 7 yrs,car or other,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,47,1984,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,own,< 20,skilled employee/official,2-3,none,bank,0 to 2,male : married/widowed,>= 7 yrs,real estate,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,21,10144,no credits taken/all credits paid back duly,60,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,furniture/equipment,... < 100 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,38,1240,all credits at this bank paid back duly,12,>= 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,unknown / no property,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,27,8613,existing credits paid back duly till now,27,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (new),500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,no
bad,66,766,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,unknown / no property,furniture/equipment,100 <= ... < 500 DM,... < 0 DM,no
good,35,2728,all credits at this bank paid back duly,15,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,4-5,guarantor,bank,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,furniture/equipment,... >= 1000 DM,... < 0 DM,yes (under customer name)
good,44,1881,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,0<= ... < 200 DM,yes (under customer name)
good,27,709,no credits taken/all credits paid back duly,6,< 1 yr,yes,rent,25 <= ... < 35,unemployed/unskilled - non-resident,1,none,none,0 to 2,female : single,1 <= ... < 4 yrs,unknown / no property,others,500 <= ... < 1000 DM,0<= ... < 200 DM,no
good,30,4795,no credits taken/all credits paid back duly,36,< 1 yr,no,rent,< 20,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,female : non-single or male : single,< 1 yr,real estate,furniture/equipment,unknown/no savings account,... < 0 DM,yes (under customer name)
good,27,3416,no credits taken/all credits paid back duly,27,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,no checking account,no
bad,22,2462,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,no checking account,no
good,23,2288,all credits at this bank paid back duly,21,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,30,3566,critical account/other credits elsewhere,48,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,retraining,... < 100 DM,... < 0 DM,no
good,39,860,all credits at this bank paid back duly,6,>= 7 yrs,no,rent,>= 35,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,real estate,others,unknown/no savings account,no checking account,yes (under customer name)
good,51,682,all credits at this bank paid back duly,12,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,others,... < 100 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,28,5371,all credits at this bank paid back duly,36,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,guarantor,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,car or other,car (used),unknown/no savings account,no checking account,no
good,46,1582,all credits at this bank paid back duly,18,>= 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,42,1346,no credits taken/all credits paid back duly,6,>= 7 yrs,no,own,25 <= ... < 35,skilled employee/official,1,none,bank,3 or more,male : married/widowed,>= 7 yrs,real estate,furniture/equipment,... < 100 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,38,1924,no credits taken/all credits paid back duly,10,1 <= ... < 4 yrs,yes,rent,>= 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,car or other,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,24,5848,no credits taken/all credits paid back duly,36,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,< 1 yr,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,0<= ... < 200 DM,no
good,29,7758,all credits at this bank paid back duly,24,>= 7 yrs,no,for free,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,real estate,car (new),500 <= ... < 1000 DM,... < 0 DM,no
good,36,6967,existing credits paid back duly till now,24,4 <= ... < 7 yrs,no,for free,< 20,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,retraining,... < 100 DM,... < 0 DM,yes (under customer name)
bad,20,1282,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,no checking account,no
good,48,1288,all credits at this bank paid back duly,9,>= 7 yrs,yes,rent,20 <= ... < 25,skilled employee/official,2-3,guarantor,none,3 or more,male : married/widowed,>= 7 yrs,unknown / no property,domestic appliances,... < 100 DM,no checking account,no
good,45,339,critical account/other credits elsewhere,12,>= 7 yrs,no,rent,< 20,unskilled - resident,1,none,bank,0 to 2,female : single,< 1 yr,building soc. savings agr. / life insurance,vacation,unknown/no savings account,no checking account,no
good,38,3512,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,bank,0 to 2,male : married/widowed,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,others,... < 100 DM,... < 0 DM,yes (under customer name)
good,34,1898,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,no,rent,>= 35,unskilled - resident,2-3,none,none,3 or more,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,36,2872,all credits at this bank paid back duly,24,>= 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,3 or more,male : married/widowed,>= 7 yrs,unknown / no property,furniture/equipment,... < 100 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,30,1055,all credits at this bank paid back duly,18,< 1 yr,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,< 1 yr,car or other,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,36,1262,no credits taken/all credits paid back duly,15,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,car or other,radio/television,100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
